tripduration,usertype
8.897619048,member
14.07682927,member
9.456666667,member
10.29301628,member
20.82314815,member
17.90674603,member
13.18065217,member
15.22434211,member
9.944208038,member
13.36780538,member
2.445528455,member
2.626934524,member
27.88333333,member
4.379396728,member
13.05663265,member
14.36111111,member
14.27752294,member
12.60021505,member
17.83333333,member
42.59333333,member
8.816606498,member
13.43710273,member
12.20297952,member
20.2602706,member
5.342916667,member
28.17768031,member
19.56366279,member
14.23906977,member
10.96642992,member
6.715765766,member
14.10568182,member
35.39393939,member
20.64418605,member
22.1,member
-30.5191358,member
16.62666667,member
11.89736842,member
-16.32113821,member
24.82082695,member
18.64519444,member
28.00226894,member
25.46074935,member
21.50435038,member
19.94691358,member
26.79309745,member
11.86666667,member
12.29794872,member
29.03666667,member
17.59354839,member
190.4333333,member
12.88942161,member
36.48333333,member
21,member
66.02777778,member
9.316666667,member
56.51666667,member
5.963675214,member
6.505399061,member
12.61802721,member
10.79974189,member
8.613712121,member
1.975226667,member
16.34230769,member
11.24646697,member
14.09069767,member
12.93888889,member
13.75875,member
21.73780488,member
1.677923977,member
15.14333333,member
16.07428571,member
-256.71,member
57.22380952,member
18.28160677,member
24.94047619,member
27.28333333,member
15.11428571,member
6.733333333,member
23.26498952,member
22.23469225,member
-1.264597701,member
41.65330261,member
7.066666667,member
16.33055556,member
15.4,member
18.92987421,member
13.46111111,member
10.09791667,member
17.38711111,member
10.71153333,member
11.42254237,member
10.33102564,member
10.73969136,member
6.167094017,member
6.825,member
4.374180328,member
11.34783951,member
14.88242507,member
12.27713499,member
-5.804829211,member
-2.843630017,member
-6.323917422,member
10.75650407,member
18.14416667,member
32.79761905,member
72.25833333,member
15.07719298,member
16.6,member
14.55,member
8.05,member
-1.953630363,member
15.34089147,member
17.17894737,member
28.34027778,member
11.4875,member
35.65714286,member
-29.85,member
10.20555556,member
10.57037037,member
5.808333333,member
18.55555556,member
32.70555556,member
-25.91155556,member
2.691220557,member
10.56027846,member
10.87310379,member
-20.27949735,member
21.57202381,member
-11.92451737,member
12.03131635,member
13.24121924,member
9.164770932,member
-0.204623656,member
4.016666667,member
33.2,member
10.76305842,member
10.05,member
11.31372549,member
7.78037037,member
29.55,member
30.19791667,member
19.13469945,member
-187.2333333,member
5.022222222,member
25.49285714,member
15.0268599,member
79.7375,member
1.643333333,member
13.45555556,member
21.08151042,member
16.07469459,member
19.2,member
21.09166667,member
20.60915033,member
23.18333333,member
29.91388889,member
5.829023941,member
16.15159681,member
32.946875,member
22.47307692,member
53.50555556,member
32.3,member
0.35,member
13.50075758,member
25.81060606,member
12.74166667,member
15.63333333,member
9.192857143,member
7.26952381,member
7.870833333,member
4.4375,member
19.1287037,member
-2.624166667,member
14.35285714,member
10.95714286,member
17.01666667,member
16.9752381,member
-12.99017094,member
19.29522059,member
18.14739583,member
22.96666667,member
17.48333333,member
19.30588235,member
15.59,member
30.98333333,member
18.46666667,member
-16.50495495,member
9.847222222,member
13.12466667,member
17.76666667,member
26.01470588,member
27.19166667,member
10.63333333,member
7.295238095,member
11.48611111,member
23.42222222,member
22.33055556,member
35.945,member
7.611666667,member
11.85,member
19.28986486,member
13.98934625,member
5.648642322,member
7.805465587,member
20.47788462,member
16.23333333,member
-7.408614232,member
17.46296296,member
12.16666667,member
30.87083333,member
20.02948718,member
20.80833333,member
5.081488801,member
10.48592233,member
7.016846708,member
18.13845144,member
0.983758503,member
15.16043771,member
11.80401235,member
28.25096154,member
15.68539755,member
13.54516667,member
9.785708333,member
26.3993994,member
1.153714107,member
5.035416667,member
14.60757576,member
16.41111111,member
48.5,member
13.52,member
13.14615385,member
12.24990138,member
7.192437592,member
4.486026936,member
16.79859155,member
13.0149789,member
-11.76917563,member
15.73149123,member
29.34666667,member
15.76444444,member
6.794444444,member
17.75,member
25.68684211,member
1.283333333,member
21.48888889,member
9.102380952,member
16.38923611,member
22.74266667,member
5.718809524,member
12.41904762,member
4.481111111,member
11.66116071,member
11.35582011,member
21.11236559,member
-2.341071429,member
-107.9222222,member
4.66469428,member
15.05754561,member
16.26341463,member
-5.216566567,member
-2.905522289,member
12.24074074,member
4.822031963,member
14.54458333,member
-15.39577778,member
-8.973391813,member
24.67272122,member
18.91133333,member
19.63439716,member
5.74408284,member
10.86702899,member
18.33958333,member
8.533333333,member
5.291666667,member
92.575,member
16.86122449,member
17.66379781,member
-4.575,member
1.238888889,member
24.79166667,member
23.99583333,member
6.354166667,member
31.72222222,member
23.16145833,member
9.521111111,member
11.2125,member
61.54166667,member
23.75121212,member
15.78444444,member
8.933333333,member
40.19166667,member
25.5174954,member
14.56666667,member
17.78703704,member
33.55,member
6.733333333,member
3.916666667,member
6.938888889,member
14.8152968,member
6.395480226,member
12.35,member
21.71052632,member
15.65465116,member
-12.62441315,member
12.75942222,member
8.264327094,member
11.72762594,member
13.59647249,member
7.4,member
9.799962714,member
23.16287016,member
25.78106061,member
16.42567568,member
19.2015625,member
21.9,member
23.91661238,member
8.613095238,member
3.525,member
10.53333333,member
-67.05648148,member
21.48333333,member
28.14666667,member
12.60780142,member
5.914367816,member
12.35240642,member
14.21694584,member
11.09151266,member
11.80427046,member
28.63333333,member
12.56680054,member
12.60793963,member
15.42754065,member
17.74555556,member
17.67222222,member
11.51170799,member
8.683388339,member
23.04583333,member
27.9536036,member
26.375,member
34.66666667,member
16.58156028,member
20.3375969,member
6.183333333,member
17.71659722,member
-22.52681159,member
31.87166667,member
8.334186747,member
6.654744224,member
10.20487939,member
15.4003268,member
12.22307202,member
10.96354227,member
9.198519627,member
15.86302682,member
8.089159292,member
14.51619667,member
8.884913793,member
10.96692872,member
16.30366466,member
6.57434816,member
7.521735075,member
19.60983796,member
27.31810345,member
5.847697244,member
6.022222222,member
24.69236111,member
10.52978723,member
24.66538462,member
14.55333333,member
15.8845546,member
18.18559524,member
15.50648485,member
17.55949755,member
20.71243169,member
14.13297414,member
16.95892857,member
10.13042378,member
18.75718799,member
14.84625,member
8.917396313,member
15.90657051,member
-6.585162602,member
10.71363636,member
21.13095238,member
20.60833333,member
17.99856061,member
15.64906433,member
12.16898955,member
11.93777639,member
9.692913386,member
10.45502283,member
12.47989474,member
-5.338976378,member
10.32861021,member
18.85867052,member
3.116666667,member
10.86442189,member
12.27758621,member
28.19166667,member
19.65833333,member
31.8485119,member
8.133333333,member
21.597411,member
7.781932773,member
16.57312925,member
-53.86166667,member
12.42708333,member
32.12849462,member
18.78776596,member
15.67953216,member
8.473275862,member
18.91411765,member
-0.502405498,member
-11.87074074,member
26.02916667,member
8.88145774,member
12.93501873,member
11.56999521,member
5.668234981,member
13.43355705,member
-4.512155388,member
8.12435204,member
13.94082397,member
7.436200717,member
6.091508639,member
13.40634921,member
8.286884003,member
10.54619201,member
16.82643172,member
7.15002592,member
9.359884332,member
17.20874317,member
9.846531303,member
8.080940171,member
10.32091549,member
11.30515588,member
-1.49435123,member
7.373620981,member
11.64471044,member
12.64271654,member
6.803957587,member
18.42327747,member
13.51414141,member
9.531095612,member
9.478995434,member
11.69723441,member
6.804929972,member
15.71886574,member
9.405216049,member
6.876373166,member
10.75950811,member
9.629605263,member
13.53533191,member
-0.088560158,member
11.33084094,member
10.39618269,member
7.655555556,member
7.160778986,member
14.94761905,member
17.1275,member
15.85833333,member
17.90659558,member
14.42962963,member
10.15,member
13.15061728,member
14.81304348,member
16.58263889,member
11.58055556,member
15.02833333,member
11.2,member
7.361111111,member
22.15178571,member
10.58201211,member
10.73773474,member
11.23222872,member
17.06666667,member
4.355367793,member
14.42479675,member
15.77838284,member
2.58495671,member
14.61323319,member
13.3873174,member
15.82378833,member
-1.010666667,member
5.365877712,member
15.96008772,member
14.23786096,member
11.77891738,member
8.587692901,member
17.43205128,member
15.55810636,member
44.46666667,member
11.07764988,member
12.05178741,member
11.22327935,member
8.714055752,member
11.75728764,member
4.403023599,member
13.5399635,member
12.73901189,member
7.573806366,member
9.724144928,member
18.86785714,member
25.34705882,member
13.05297619,member
11.83,member
8.871354167,member
14.59166667,member
19.03084577,member
3.268803419,member
20.33994126,member
25.03611111,member
12.44724843,member
21.88333333,member
12.95147059,member
16.95277778,member
25.83181818,member
13.96486928,member
16.26666667,member
7.470338284,member
6.095546737,member
8.623580494,member
-0.11369886,member
21.71666667,member
16.32089431,member
-12.29215054,member
5.726181592,member
27.60833333,member
16.57424242,member
34.45,member
33.18333333,member
12.59332761,member
11.84590422,member
54.17647059,member
12.27777176,member
11.65830705,member
23.22197802,member
4.163299233,member
22.71377709,member
20.40984252,member
11.07568565,member
9.001207165,member
8.05815155,member
9.658564477,member
11.38970115,member
10.20256059,member
-1.150892857,member
13.66895833,member
10.20143117,member
13.20676638,member
2.686495984,member
10.01711443,member
9.037583333,member
13.85,member
16.16666667,member
3.616666667,member
34.32833333,member
34.39010417,member
19.86666667,member
16.86510417,member
12.32006173,member
14.23631579,member
12.23576389,member
13.66176471,member
-468.2833333,member
30.51666667,member
22.1,member
12.659375,member
22.8,member
14.78333333,member
8.066666667,member
14.48333333,member
10.02568922,member
11.97462289,member
10.17560044,member
12.49150454,member
16.15264228,member
9.073891273,member
4.379113924,member
11.2757786,member
11.72221316,member
5.224120318,member
-8.445392954,member
9.343009768,member
5.557170868,member
14.59444444,member
16.83939394,member
17.16299694,member
18.59518272,member
12.17962963,member
13.03690058,member
12.2960177,member
15.22083333,member
14.75286082,member
9.151199495,member
19.805,member
13.91333333,member
20.33333333,member
6.316666667,member
20.22105263,member
-3.92,member
21.80123457,member
17.50212121,member
21.06693989,member
20.55,member
2.804395604,member
19.79768351,member
18.30222222,member
19.86111111,member
21.825,member
22.18536585,member
18.37666667,member
15.51396396,member
19.29375,member
22.58159722,member
18.25078616,member
10.82684816,member
9.296950241,member
8.871848958,member
23.28452381,member
23.23593272,member
8.416666667,member
25.81111111,member
7.898330983,member
10.89176627,member
6.853082437,member
10.82338749,member
6.784284116,member
14.37156863,member
24.93460145,member
14.66138498,member
12.98169014,member
12.7569944,member
12.6702381,member
14.32818218,member
22.15710109,member
17.35410769,member
14.16378631,member
17.83990868,member
23.2473815,member
23.27308534,member
13.40869824,member
12.60333333,member
14.89166667,member
14.51666667,member
11.09253996,member
5.73937397,member
7.412868732,member
15.06195652,member
7.336034799,member
6.041524736,member
11.16202532,member
20.09666667,member
18.0696477,member
26.54534884,member
9.525731982,member
10.37232855,member
8.2630227,member
12.46976584,member
13.57598344,member
9.250416667,member
14.75586081,member
15.40028878,member
11.93014706,member
2.580787879,member
10.34127582,member
10.65455412,member
5.842484527,member
8.374010417,member
14.74527363,member
10.82549801,member
5.578654971,member
15.12594645,member
30.96666667,member
12.61884058,member
6.645948718,member
10.60084288,member
1.134043813,member
18.70952381,member
16.21888889,member
12.51111111,member
8.433333333,member
13.30670498,member
20.08333333,member
16.87320675,member
17.98401639,member
20.93821138,member
7.807717391,member
38.28333333,member
20.15333333,member
10.77273028,member
4.2256691,member
10.08439955,member
12.16145327,member
9.881990741,member
13.9220339,member
11.84385475,member
12.06458333,member
8.370409051,member
13.04701389,member
14.40314083,member
10.33210739,member
11.38765319,member
20.32463689,member
13.41756066,member
12.51644444,member
10.96482387,member
12.49862784,member
-18.39880952,member
14.64902453,member
22.96798246,member
8.487462631,member
16.09592124,member
11.78918001,member
19.51149425,member
21.87626076,member
14.09446694,member
4.570017182,member
16.24479167,member
11.32886562,member
19.18076923,member
7.478228688,member
21.57017544,member
6.103900709,member
9.865992908,member
12.67184343,member
16.51785714,member
16.95793651,member
7.403827607,member
15.69106426,member
8.770225013,member
14.53453333,member
35.11666667,member
5.76007326,member
0.846959459,member
5.623901809,member
2.305908046,member
3.983238276,member
9.137847222,member
13.59561966,member
11.39060847,member
4.910079365,member
7.203084776,member
29.38333333,member
8.666666667,member
27.77,member
7.614404223,member
13.36372465,member
21.05398551,member
9.313333333,member
13.51410256,member
11.83166667,member
40.78666667,member
18.125,member
20.64777778,member
20.61916667,member
10.44978355,member
13.56781609,member
-1.760185185,member
19.38918919,member
12.12808112,member
12.16507937,member
11.32299331,member
35.08333333,member
13.10963091,member
12.57950269,member
8.191259259,member
18.73809524,member
14.93056708,member
15.81182648,member
11.0540812,member
4.931495098,member
27.7375,member
19.17207792,member
11.76055556,member
16.64022989,member
10.76315657,member
13.25601449,member
8.43005279,member
9.807506127,member
8.669828456,member
19.7475,member
13.89060932,member
18.08098958,member
6.528555046,member
8.835511983,member
12.49320458,member
3.197699707,member
21.95555556,member
15.67339286,member
21.6719764,member
9.953902954,member
10.2402541,member
12.10377113,member
4.095052083,member
7.820429616,member
9.237197544,member
11.38464686,member
7.268491033,member
9.320028011,member
16.18267196,member
6.544842342,member
13.75364583,member
21.59844961,member
10.38176383,member
7.005810398,member
8.396943049,member
12.95226397,member
3.356779661,member
23.99196429,member
19.83229167,member
18.72789474,member
14.9745098,member
17.555,member
17.3781746,member
11.46513761,member
11.58333333,member
21.69166667,member
14.5127451,member
6.559733894,member
13.81359223,member
11.12322485,member
4.463181242,member
9.78563469,member
3.627607362,member
13.32791667,member
12.44644013,member
8.95,member
14.81666667,member
12.42362205,member
17.21965174,member
6.664285714,member
32.78854167,member
46.39166667,member
37.16666667,member
22.06083333,member
14.57107843,member
35.92083333,member
13.26666667,member
17.93938547,member
-47.71075269,member
17.70833333,member
6.519959561,member
-5.263392857,member
6.532679739,member
19.86071429,member
10.90211817,member
12.34762908,member
10.56257982,member
10.0364486,member
7.17523427,member
22.42925532,member
7.92437276,member
-3.087530562,member
16.36025641,member
11.64028934,member
6.694583333,member
23.09040881,member
19.09777778,member
12.7436409,member
24.93333333,member
26.37069328,member
10.48090909,member
25.42763158,member
39.95,member
13.62383721,member
3.590666667,member
15.21098485,member
18.40653333,member
16.01835206,member
4.584505208,member
24.82222222,member
15.18721264,member
20.20666667,member
16.52882514,member
16.84931694,member
22.13148148,member
11.51193416,member
8.376315789,member
20.46555556,member
92.09583333,member
19.83050595,member
16.40818882,member
15.85690608,member
12.01666667,member
9.4140625,member
11.94852941,member
11.23645833,member
12.18796844,member
10.91009009,member
19.0515748,member
8.428074074,member
22.00190476,member
19.725,member
11.45666667,member
25.625,member
12.50833333,member
20.1704023,member
5.791468254,member
26.92631579,member
14.82101449,member
20.14736842,member
33.37628205,member
21.20570175,member
13.06018519,member
15.45733333,member
16.30844017,member
14.19102564,member
5.75,member
-625.2166667,member
42.7,member
11.1220679,member
10.78769841,member
8.350438596,member
7.586753247,member
14.33702065,member
2.770323129,member
12.5105042,member
13.36752525,member
14.63175,member
8.678054299,member
-6.247435897,member
11.36258145,member
11.34841667,member
-18.21524548,member
6.299700599,member
1.179096045,member
15.44822695,member
-2.281622999,member
10.86842342,member
11.42108333,member
11.33951311,member
13.21244856,member
9.013614164,member
10.27124277,member
7.935797101,member
8.008261079,member
16.94647059,member
13.68461538,member
9.978274616,member
13.53958904,member
13.46217494,member
13.63229685,member
6.187837838,member
5.638185654,member
9.065173333,member
2.846649703,member
10.64699074,member
11.73744131,member
8.480228758,member
9.743576966,member
11.00618893,member
22.68333333,member
9.382992036,member
40.45,member
23.915,member
15.70126582,member
12.39166667,member
16.05555556,member
14.21021505,member
12.08968254,member
9.453703704,member
15.98333333,member
24.98333333,member
22.02777778,member
33.52264151,member
12.1348294,member
12.825,member
15.56285714,member
11.30896432,member
15.41395534,member
3.519166667,member
21.625,member
20.64558824,member
7.381808623,member
16.38010753,member
12.58095238,member
14.55139535,member
16.26559454,member
-3.846987952,member
21.31472868,member
7.266632653,member
13.6882716,member
14.99051383,member
25.05,member
15.4425,member
15.6035,member
14.025,member
8.253041988,member
8.636615811,member
11.79030884,member
8.567675116,member
10.36531008,member
12.51553191,member
13.49017341,member
10.33201835,member
8.9645682,member
10.6839851,member
17.72559524,member
13.37037037,member
29.00208333,member
16.09487179,member
22.08985507,member
13.65175439,member
17.57666667,member
16.13583333,member
21.59213333,member
15.06666667,member
18.65196078,member
21.28666667,member
13.30945355,member
11.26666667,member
11.07007797,member
8.883333333,member
3.595098039,member
8.396666667,member
7.232793765,member
4.251279391,member
13.01581197,member
-8.812762763,member
16.46760125,member
13.23117745,member
25.82666667,member
37.04166667,member
43.33333333,member
11.91803653,member
12.82488263,member
33.23030303,member
12.28035113,member
7.634190231,member
24.22955975,member
12.06179039,member
23.56993127,member
18.85194444,member
10.25409652,member
9.73367284,member
8.700403877,member
11.63110868,member
11.89989518,member
10.41863946,member
15.30671296,member
12.56587302,member
9.405104712,member
10.38077415,member
13.63559028,member
8.563875969,member
11.85043573,member
15.66512821,member
17.48333333,member
29.425,member
23.04313725,member
-5.955787037,member
14.28238095,member
10.55555556,member
11.71862745,member
4.7,member
2.2,member
25.96666667,member
8.723239437,member
11.93151169,member
12.73921037,member
5.978183521,member
12.34425287,member
7.795020576,member
-8.931995134,member
9.84158105,member
4.659354226,member
12.03475398,member
16.75225989,member
26.92083333,member
16.29666667,member
44.25,member
12.50691288,member
23.65,member
20.13541667,member
12.7152968,member
18.84432367,member
21.6,member
14.59542314,member
9.265900383,member
12.11290323,member
11.16686391,member
5.242733333,member
17.81309524,member
10.75,member
2.4,member
32.01666667,member
19.82424242,member
21.55648148,member
17.78913043,member
22.71666667,member
8.122222222,member
16.92530864,member
14.99292929,member
24.01138211,member
17.74808153,member
14.93333333,member
23.83888889,member
-7.49047619,member
10.96428571,member
-119.5866667,member
18.275,member
18.85578231,member
11.41577932,member
5.805406746,member
7.818676643,member
19.80757576,member
20.95034014,member
17.39444444,member
3.683333333,member
12.71068804,member
11.12061856,member
10.92748777,member
8.984865062,member
11.07559162,member
18.00833333,member
33.28933333,member
4.057303371,member
15.10205761,member
13.48315881,member
17.31266534,member
12.52823667,member
16.37672269,member
19.93064147,member
12.77275301,member
18.59809679,member
22.77432712,member
21.90041494,member
14.76565171,member
16.3,member
13.35984073,member
6.50009058,member
6.060259032,member
11.63366013,member
10.5144697,member
-0.907020757,member
13.81101149,member
9.75,member
18.68229167,member
21.98055556,member
4.347555556,member
15.58006873,member
12.2606383,member
13.26333333,member
12.38939394,member
5.926126126,member
13.66522436,member
17.1704096,member
7.984300184,member
-0.767844397,member
4.632995038,member
13.1177162,member
6.102170139,member
7.38185654,member
15.71205674,member
16.51540616,member
25.42424242,member
6.603745318,member
45.13333333,member
11.57626263,member
13.1,member
9.444675926,member
11.8699061,member
15.16041667,member
20.29705882,member
10.64623656,member
6.166666667,member
17.09263566,member
19.76008772,member
22.36515152,member
16.76224138,member
18.85277778,member
6.239096045,member
17.82121212,member
11.77049645,member
10.53267903,member
17.4562963,member
3.520007107,member
12.31156156,member
0.033333333,member
15.82114252,member
2.794333333,member
12.57199662,member
13.72554289,member
11.4234714,member
20.99482759,member
11.37944007,member
13.52446134,member
10.23244337,member
14.4768614,member
16.91111111,member
6.180357143,member
17.22083333,member
2.761496468,member
6.721103896,member
13.18319058,member
19.79803922,member
24.312,member
13.83688363,member
16.09521073,member
14.21811111,member
12.68226667,member
15.77666667,member
10.74059701,member
24.43108974,member
22.18333333,member
13.47916667,member
10.87777778,member
10.28333333,member
17.43,member
12.20971284,member
12.59881306,member
12.45416667,member
14.48365696,member
25.53787879,member
12.45403147,member
17.2753268,member
12.29326765,member
16.05285714,member
14.54444444,member
9.890890269,member
9.91344086,member
10.01287086,member
10.17051282,member
15.52252702,member
15.53009259,member
13.41278051,member
9.746057348,member
12.45874317,member
7.520858283,member
30.11666667,member
16.78333333,member
68.975,member
8.116106129,member
12.08565333,member
8.172641509,member
16.06547619,member
16.6,member
5.658333333,member
36.05,member
29.09166667,member
18.1,member
16.96111111,member
9.668888889,member
14.95811404,member
2.630345286,member
15.22614379,member
27.25,member
8.975872093,member
2.554265873,member
10.47674258,member
9.05,member
12.40303922,member
13.86345382,member
12.07263566,member
23.70909091,member
13.5031401,member
20.84139118,member
10.80756376,member
13.65502874,member
84.11666667,member
14.79603175,member
11.06388889,member
19.58529412,member
13.6873366,member
11.79550439,member
10.39870017,member
11.99976771,member
4.616847265,member
13.91309524,member
12.49011799,member
17.65987654,member
9.467331855,member
7.155314534,member
9.454385965,member
10.63599468,member
15.21847619,member
23.499677,member
10.05500501,member
10.66305128,member
13.58546603,member
6.328697806,member
7.082658359,member
4.075799574,member
9.898190236,member
12.86816406,member
19.45333333,member
-3.9218107,member
2.868994826,member
17.64418803,member
14.82175141,member
11.8394386,member
16.51233333,member
-5.175132275,member
11.7863388,member
21.40765472,member
15.00800866,member
22.31666667,member
15.80572917,member
27.72194444,member
16.7627451,member
5.921736375,member
14.85442708,member
27.45458333,member
6.843400447,member
10.33984328,member
11.84388278,member
13.91470588,member
12.1504415,member
23.64991604,member
10.66,member
17.60729167,member
17.30336257,member
11.85909091,member
19.64403292,member
-0.565333333,member
39.81666667,member
25.28333333,member
17.18333333,member
30.8,member
26.01666667,member
-28.98888889,member
13.78173913,member
13.44470284,member
11.66977671,member
12.67713964,member
11.12117778,member
11.86666667,member
16.22976939,member
2.945251938,member
12.98314394,member
20.93055556,member
14.6030303,member
12.83793706,member
17.39819048,member
35.32777778,member
32.87361111,member
35.40625,member
21.89279279,member
21.16242938,member
-159.3458333,member
9.183333333,member
17.62867784,member
21.9442029,member
27.50916667,member
10.95527903,member
15.17695473,member
15.70337942,member
16.6422619,member
10.44539906,member
12.21502732,member
12.23095607,member
11.15298651,member
10.91510791,member
17.0529732,member
-6.168866328,member
10.46606061,member
16.39419087,member
9.122581215,member
12.26739691,member
22.92679128,member
22.07765957,member
11.36613409,member
32.99166667,member
26.94355792,member
20.38177083,member
17.67222222,member
21.76363636,member
13.25504115,member
19.88381877,member
13.46341463,member
18.5136289,member
1.316447368,member
13.61483871,member
14.80424837,member
9.665875706,member
19.8729927,member
13.36464646,member
12.39365828,member
17.68129252,member
-19.6126947,member
-10.82096774,member
16.88205128,member
17.27429577,member
16.08535354,member
15.1165812,member
10.81669835,member
11.19746032,member
10.37602564,member
9.887545126,member
-1.663809524,member
11.28974895,member
18.67060185,member
12.02186801,member
14.20833333,member
20.31666667,member
14.04242424,member
36.965625,member
37.44444444,member
16.2031746,member
-1.518582375,member
21.14561404,member
17.15166667,member
17.5,member
25.1374269,member
25.05128205,member
11.821875,member
17.38242754,member
16.78527132,member
14.4141844,member
18.57424242,member
34.675,member
6.366666667,member
8.480957602,member
14.52973856,member
13.11979566,member
8.915772532,member
11.98034056,member
12.44717391,member
10.78042355,member
15.30859788,member
11.76465142,member
10.7989697,member
10.19097222,member
11.50950843,member
10.80106606,member
5.718063872,member
12.54686801,member
10.58340875,member
13.57716049,member
10.45734519,member
8.880422648,member
12.37016435,member
10.21455939,member
0.324140508,member
8.459941983,member
10.68699634,member
12.61271676,member
5.251097561,member
14.40275689,member
9.403205128,member
11.39148463,member
14.97716593,member
12.8912565,member
11.5614902,member
17.09873188,member
10.06278855,member
9.22366453,member
11.45074161,member
9.219333333,member
9.218442292,member
8.063333333,member
10.616247,member
6.153071501,member
12.98166667,member
13.43316283,member
20.18888889,member
19.70128205,member
7.022222222,member
16.60294985,member
17.37916667,member
10.67904762,member
16.09094203,member
16.95393939,member
21.52083333,member
18.91666667,member
47.35,member
9.716666667,member
40.46111111,member
27.73148148,member
9.981199187,member
16.47912698,member
11.57323789,member
10.29069612,member
14.01265597,member
20.06470588,member
0.545,member
12.33505917,member
16.7910101,member
12.89705882,member
13.94504505,member
16.72345679,member
12.55082305,member
23.36979167,member
8.168366778,member
14.02530864,member
14.07796804,member
17.9247619,member
15.20577778,member
28.93333333,member
26.05,member
8.929586261,member
9.186801017,member
11.90774162,member
11.12278083,member
10.57488382,member
10.16105354,member
13.21564465,member
13.53431373,member
9.478136364,member
6.526470588,member
23.10119048,member
32.365,member
13.15754717,member
16.90192308,member
10.92142857,member
17.45689655,member
16.51403509,member
15.21166078,member
30.91944444,member
13.32525562,member
12.89285714,member
12.41666667,member
12.96784369,member
36.58333333,member
14.8125,member
12.8321875,member
9.322222222,member
10.24857143,member
3.111276949,member
5.369193392,member
7.087159982,member
14.35196078,member
14.74775051,member
15.24679487,member
11.83862434,member
27.58333333,member
14.06309524,member
23.91111111,member
42.225,member
13.79406953,member
12.25575896,member
33.08888889,member
12.26674359,member
13.35342324,member
23.63129252,member
11.95617816,member
20.48346995,member
19.14353741,member
11.5125,member
6.669609335,member
9.767151608,member
10.84458689,member
11.70368056,member
9.792324159,member
11.07321725,member
11.98309859,member
9.916309779,member
15.05747611,member
14.97732657,member
8.582909605,member
12.93194444,member
13.51185185,member
6.366666667,member
32.27857143,member
88.9872549,member
34.31666667,member
17.43242009,member
13.48565891,member
13.16565657,member
18.21547619,member
11.71321839,member
35.73888889,member
13.19285714,member
23.4625,member
33.03333333,member
32.53333333,member
33.7,member
8.956182796,member
10.91721184,member
12.00723995,member
12.48536776,member
15.69848485,member
8.022001206,member
12.5421875,member
14.16099633,member
12.02505882,member
6.530913978,member
-6.131030702,member
183.7333333,member
11.53113333,member
38.30833333,member
12.02427653,member
13.47222222,member
17.47,member
12.77132353,member
17.64211045,member
9.361111111,member
12.61666667,member
8.585833333,member
20.83478261,member
15.49810066,member
10.8644357,member
12.4702381,member
11.93,member
12.26666667,member
7.494444444,member
38.56203704,member
8.661111111,member
0.009230769,member
20.97213115,member
22.11006289,member
4.633333333,member
20.50296296,member
17.00305556,member
17.81106151,member
17.79414141,member
10.52916667,member
24.20777778,member
23.93431373,member
29.22612613,member
14.87111111,member
19.01190476,member
14.91570048,member
8.898749155,member
9.252308984,member
8.944250787,member
31.06180556,member
19.00511111,member
9.361111111,member
8.85,member
10.22782341,member
10.06818182,member
11.24279762,member
10.12911695,member
8.582304965,member
16.05613027,member
22.51488095,member
13.80791667,member
14.64547325,member
13.73147575,member
18.15859649,member
18.2536661,member
21.3359375,member
20.07357583,member
11.38694997,member
16.23616236,member
21.68675079,member
23.49391534,member
13.07373461,member
3.85,member
12.65329341,member
9.412352941,member
9.543670886,member
14.10104634,member
11.35436198,member
4.370534699,member
11.27676032,member
16.95194444,member
22.96463415,member
14.99075145,member
16.24891304,member
12.68001475,member
14.10204082,member
13.07753623,member
15.85504065,member
13.9648294,member
15.92218137,member
12.3454386,member
8.387471461,member
10.40403917,member
8.614648573,member
15.00014493,member
12.61589311,member
5.004947917,member
16.81149584,member
20.42898551,member
14.20525641,member
33.93333333,member
17.5265625,member
11.71347826,member
4.897607656,member
6.634079045,member
25.91212121,member
20.83933333,member
30.26333333,member
33.08888889,member
14.07057292,member
21.67083333,member
19.56666667,member
19.45079365,member
17.40572391,member
23.16575758,member
8.065720294,member
18.7037037,member
10.07734916,member
26.16666667,member
16.36178451,member
8.914005602,member
14.90157706,member
13.63962963,member
7.961744387,member
13.40496454,member
15.83849077,member
7.049568221,member
15.51978691,member
13.54201286,member
6.347585887,member
19.95882353,member
14.12474608,member
8.860872162,member
12.59522802,member
12.81657433,member
23.39,member
17.93562401,member
16.8796875,member
11.4538843,member
17.18375796,member
10.8818854,member
18.48735632,member
22.28133971,member
13.49865772,member
15.18173333,member
14.46912568,member
14.37691652,member
11.92361111,member
10.64764785,member
30.5650463,member
13.63699315,member
9.533065954,member
12.9246988,member
12.37943723,member
20.1,member
12.33993399,member
13.149,member
11.69663043,member
-25.36428571,member
36.61666667,member
8.064037698,member
9.424863388,member
8.972685185,member
-5.192852684,member
15.61145511,member
8.188799283,member
13.1945283,member
10.38825397,member
2.302850877,member
8.131432193,member
16.53333333,member
5.741666667,member
13.32862129,member
12.78485212,member
10.83333333,member
11.96666667,member
10.43333333,member
10.13846154,member
18.86568627,member
35.35,member
29.76587302,member
21.31538462,member
11.70777778,member
-6.550268817,member
-4.699728997,member
18.70740741,member
11.75122549,member
9.154352442,member
11.23959839,member
1.533333333,member
12.05819521,member
13.13190789,member
11.18793774,member
19.58888889,member
16.47252525,member
17.49108974,member
12.37116935,member
